文件名,文件描述,建立时间,更新时间,文件类型,数据来源,数据路径（Bio-OS存储中的地址）,,,,,
Brain_1D_cDNA_1.tar.gz.2,null,2022/9/23,2022/9/23,GZIP,https://sra-pub-src-1.s3.amazonaws.com/SRR21678811/Brain_1D_cDNA_1.tar.gz.2,s3://sra-pub-src-gznl/SRR21678811/Brain_1D_cDNA_1.tar.gz.2
